,SearchNames,Author,NoPapers
3208,AU=GINIS ZEYNEP,GINIS ZEYNEP,42
3209,AU=KIVILCIM ZEYNEP,KIVILCIM ZEYNEP,1
3210,AU=AKKURT ZEYNEP,AKKURT ZEYNEP,31
3211,AU=AKKILIK ZEYNEP,AKKILIK ZEYNEP,0
3212,AU=TASCI ZEYNEP,TASCI ZEYNEP,7
3213,AU=ATILGAN ZUHAL,ATILGAN ZUHAL,15
3214,AU=TOKER ZUHAL,TOKER ZUHAL,8
3215,AU=ULUKOK ZUBEYDE,ULUKOK ZUBEYDE,3
3216,AU=BOZDAG ZUBEYIR,BOZDAG ZUBEYIR,18
3217,AU=KILIC ZUBEYIR,KILIC ZUBEYIR,18
3218,AU=ARIKANOGLU ZULFU,ARIKANOGLU ZULFU,36
3219,AU=BAYHAN ZULFU,BAYHAN ZULFU,34
3220,AU=BOZGEYIK ZULKIF,BOZGEYIK ZULKIF,19
3221,AU=KAYA ZIYA,KAYA ZIYA,83
3222,AU=CETINER ZIYA,CETINER ZIYA,12
3223,AU=OZKECECI ZIYA,OZKECECI ZIYA,7
3224,AU=SEN ZIYA,SEN ZIYA,0
3225,AU=AKTOP ZIYAEDDEIN,AKTOP ZIYAEDDEIN,0
3226,AU=SUVARI CAKIR,SUVARI CAKIR,2
3227,AU=CETINKAYA CAGLAR,CETINKAYA CAGLAR,5
3228,AU=SAKALAR CAGRI,SAKALAR CAGRI,23
3229,AU=DOGAR CETIN,DOGAR CETIN,20
3230,AU=ERDOGAN CETIN,ERDOGAN CETIN,7
3231,AU=KARACA CETIN,KARACA CETIN,72
3232,AU=SUMER CETIN,SUMER CETIN,7
3233,AU=VEYSAL CETIN,VEYSAL CETIN,0
3234,AU=DULGERGIL CORUH,DULGERGIL CORUH,4
3235,AU=ATALAY CISE,ATALAY CISE,0
3236,AU=YAMANER CIGDEM,YAMANER CIGDEM,4
3237,AU=AKYOL OMER,AKYOL OMER,53
3238,AU=ALICI OMER,ALICI OMER,16
3239,AU=AYDIN OMER,AYDIN OMER,63
3240,AU=BAYRAK OMER,BAYRAK OMER,94
3241,AU=BAYRAM OMER,BAYRAM OMER,1
3242,AU=BASAR OMER,BASAR OMER,86
3243,AU=CEVIT OMER,CEVIT OMER,23
3244,AU=DEMIRTAS OMER,DEMIRTAS OMER,14
3245,AU=DEMIRTAS OMER,DEMIRTAS OMER,14
3246,AU=EROGLU OMER,EROGLU OMER,3
3247,AU=EVIRGEN OMER,EVIRGEN OMER,16
3248,AU=KOKOGLU OMER,KOKOGLU OMER,12
3249,AU=SELAMET OMER,SELAMET OMER,5
3250,AU=VURAL OMER,VURAL OMER,5
3251,AU=OZEKEN OMER,OZEKEN OMER,0
3252,AU=UNAL OMER,UNAL OMER,39
3253,AU=FARUKNOYAN OMER,FARUKNOYAN OMER,0
3254,AU=GECICI OMER,GECICI OMER,44
3255,AU=KARAKAS OMER,KARAKAS OMER,22
3256,AU=KARATAS OMER,KARATAS OMER,61
3257,AU=KURT OMER,KURT OMER,89
3258,AU=MERMER OMER,MERMER OMER,17
3259,AU=PAMUK OMER,PAMUK OMER,99
3260,AU=SAGLAM OMER,SAGLAM OMER,16
3261,AU=SOLAK OMER,SOLAK OMER,0
3262,AU=SOYKASAP OMER,SOYKASAP OMER,10
3263,AU=ULUKAPI OMER,ULUKAPI OMER,0
3264,AU=UYSAL OMER,UYSAL OMER,107
3265,AU=UCAR OMER,UCAR OMER,15
3266,AU=YAZGAN OMER,YAZGAN OMER,16
3267,AU=YILDIZ OMER,YILDIZ OMER,23
3268,AU=YILMAZ OMER,YILMAZ OMER,299
3269,AU=CAKIR OMER,CAKIR OMER,47
3270,AU=CALKA OMER,CALKA OMER,53
3271,AU=CELIK OMER,CELIK OMER,130
3272,AU=OZBULUT OMER,OZBULUT OMER,19
3273,AU=OZKAN OMER,OZKAN OMER,113
3274,AU=SAYLI OMER,SAYLI OMER,13
3275,AU=SISE OMER,SISE OMER,22
3276,AU=AKCI ONDER,AKCI ONDER,18
3277,AU=BARLI ONDER,BARLI ONDER,5
3278,AU=ERCAN ONDER,ERCAN ONDER,22
3279,AU=KARAKUS ONDER,KARAKUS ONDER,4
3280,AU=YILDIZ ONDER,YILDIZ ONDER,14
3281,AU=OZTURK ONDER,OZTURK ONDER,71
3282,AU=SAHIN ONDER,SAHIN ONDER,55
3283,AU=AYNIOGLU ONER,AYNIOGLU ONER,17
3284,AU=OZKAN OZALKAN,OZKAN OZALKAN,9
3285,AU=GULES OZAY,GULES OZAY,6
3286,AU=ASILKAN OZCAN,ASILKAN OZCAN,3
3287,AU=DEVECI OZCAN,DEVECI OZCAN,30
3288,AU=OTKUN OZCAN,OTKUN OZCAN,4
3289,AU=CAKIR OZCAN,CAKIR OZCAN,8
3290,AU=OZEN OZCAN,OZEN OZCAN,17
3291,AU=OZTURK OZCAN,OZTURK OZCAN,92
3292,AU=CETIN OZDEMIR,CETIN OZDEMIR,10
3293,AU=TALO OZER,TALO OZER,15
3294,AU=KORKMAZ OZGEN,KORKMAZ OZGEN,16
3295,AU=ALDEMIR OZGUR,ALDEMIR OZGUR,9
3296,AU=ARPACI OZGUR,ARPACI OZGUR,0
3297,AU=DEMIRTAS OZGUR,DEMIRTAS OZGUR,11
3298,AU=ERAKKUS OZGUR,ERAKKUS OZGUR,0
3299,AU=KARABAG OZGUR,KARABAG OZGUR,0
3300,AU=MUFTUOGLU OZGUR,MUFTUOGLU OZGUR,0
3301,AU=OZDAMAR OZGUR,OZDAMAR OZGUR,14
3302,AU=OZMEN OZGUR,OZMEN OZGUR,16
3303,AU=OZTURK OZGUR,OZTURK OZGUR,33
3304,AU=OZTURK OZGUR,OZTURK OZGUR,33
3305,AU=ILDES OZGUR,ILDES OZGUR,0
3306,AU=ILHAN OZGUR,ILHAN OZGUR,32
3307,AU=KAYACAN OZHAN,KAYACAN OZHAN,12
3308,AU=BAGCI OZKAN,BAGCI OZKAN,8
3309,AU=GUNER OZKAN,GUNER OZKAN,60
3310,AU=VURAL OZKAN,VURAL OZKAN,4
3311,AU=CEGIL OZKAN,CEGIL OZKAN,1
3312,AU=SIMSEK OZKAN,SIMSEK OZKAN,15
3313,AU=ABAKAY OZLEM,ABAKAY OZLEM,36
3314,AU=ALBAYRAK OZLEM,ALBAYRAK OZLEM,5
3315,AU=BILGIC OZLEM,BILGIC OZLEM,20
3316,AU=FEDAI OZLEM,FEDAI OZLEM,0
3317,AU=ISIK OZLEM,ISIK OZLEM,4
3318,AU=AKKAR OZLEM,AKKAR OZLEM,13
3319,AU=SOLAK OZLEM,SOLAK OZLEM,31
3320,AU=CAKMAK OZLEM,CAKMAK OZLEM,15
3321,AU=COSKUN OZLEM,COSKUN OZLEM,61
3322,AU=KARAKUS OZLEM,KARAKUS OZLEM,20
3323,AU=OZKAN OZLEM,OZKAN OZLEM,6
3324,AU=SENGUL OZLEM,SENGUL OZLEM,18
3325,AU=KARAKOYUN OZUR,KARAKOYUN OZUR,0
3326,AU=CORUMLUOGLU OZSEN,CORUMLUOGLU OZSEN,15
3327,AU=TANOR OGET,TANOR OGET,2
3328,AU=DOGANAY ULKU,DOGANAY ULKU,1
3329,AU=OZAN ULKU,OZAN ULKU,5
3330,AU=YASAR ULKUHAN,YASAR ULKUHAN,5
3331,AU=AVSAR UMMU,AVSAR UMMU,9
3332,AU=TOZOGLU UMMUHAN,TOZOGLU UMMUHAN,11
3333,AU=DAGLI UMMUHAN,DAGLI UMMUHAN,3
3334,AU=HARPUT UMMUHAN,HARPUT UMMUHAN,3
3335,AU=YILMAZ UMMIHAN,YILMAZ UMMIHAN,16
3336,AU=AVSAR UMIT,AVSAR UMIT,19
3337,AU=BICER UMIT,BICER UMIT,7
3338,AU=GUL UMIT,GUL UMIT,21
3339,AU=KARADEMIR UMIT,KARADEMIR UMIT,15
3340,AU=KOC UMIT,KOC UMIT,19
3341,AU=KURSUN UMIT,KURSUN UMIT,1
3342,AU=COPOGLU UMIT,COPOGLU UMIT,26
3343,AU=TOTUR UMIT,TOTUR UMIT,44
3344,AU=YASAR UMIT,YASAR UMIT,44
3345,AU=TEKELIOGLU UMIT,TEKELIOGLU UMIT,21
3346,AU=OZKAN UMIT,OZKAN UMIT,148
3347,AU=INAN UMIT,INAN UMIT,25
3348,AU=SENER UMIT,SENER UMIT,21
3349,AU=ADIGUZEL UNAL,ADIGUZEL UNAL,2
3350,AU=BILIR UNAL,BILIR UNAL,0
3351,AU=ULUCA UNAL,ULUCA UNAL,30
3352,AU=YILDIRIM UNAL,YILDIRIM UNAL,7
3353,AU=ZAL UNAL,ZAL UNAL,0
3354,AU=SEN UNAL,SEN UNAL,27
3355,AU=SENEL UNAL,SENEL UNAL,7
3356,AU=OGURLU UZEYIR,OGURLU UZEYIR,4
3357,AU=ALTUN IBRAHIM,ALTUN IBRAHIM,66
3358,AU=AKPINAR IBRAHIM,AKPINAR IBRAHIM,46
3359,AU=ARSLAN IBRAHIM,ARSLAN IBRAHIM,6
3360,AU=BARAN IBRAHIM,BARAN IBRAHIM,29
3361,AU=BUDAK IBRAHIM,BUDAK IBRAHIM,2
3362,AU=BILGIN IBRAHIM,BILGIN IBRAHIM,8
3363,AU=CAN IBRAHIM,CAN IBRAHIM,15
3364,AU=DAMLAR IBRAHIM,DAMLAR IBRAHIM,16
3365,AU=DEMIR IBRAHIM,DEMIR IBRAHIM,106
3366,AU=DORUK IBRAHIM,DORUK IBRAHIM,1
3367,AU=ERBAGCI IBRAHIM,ERBAGCI IBRAHIM,24
3368,AU=ERCAN IBRAHIM,ERCAN IBRAHIM,12
3369,AU=ERDOGAN IBRAHIM,ERDOGAN IBRAHIM,14
3370,AU=EREN IBRAHIM,EREN IBRAHIM,32
3371,AU=KARABABA IBRAHIM,KARABABA IBRAHIM,18
3372,AU=HEPSEN IBRAHIM,HEPSEN IBRAHIM,27
3373,AU=GELINCIK IBRAHIM,GELINCIK IBRAHIM,17
3374,AU=GULER IBRAHIM,GULER IBRAHIM,42
3375,AU=GUNGOR IBRAHIM,GUNGOR IBRAHIM,5
3376,AU=HABACI IBRAHIM,HABACI IBRAHIM,1
3377,AU=OZTURK IBRAHIM,OZTURK IBRAHIM,38
3378,AU=TASDEMIR IBRAHIM,TASDEMIR IBRAHIM,20
3379,AU=KAYA IBRAHIM,KAYA IBRAHIM,64
3380,AU=KELES IBRAHIM,KELES IBRAHIM,42
3381,AU=KIR IBRAHIM,KIR IBRAHIM,0
3382,AU=ONAL IBRAHIM,ONAL IBRAHIM,84
3383,AU=KOSE IBRAHIM,KOSE IBRAHIM,4
3384,AU=OCAK IBRAHIM,OCAK IBRAHIM,13
3385,AU=SARI IBRAHIM,SARI IBRAHIM,159
3386,AU=ARDIC IBRAHIM,ARDIC IBRAHIM,0
3387,AU=SONMEZ IBRAHIM,SONMEZ IBRAHIM,13
3388,AU=TEGIN IBRAHIM,TEGIN IBRAHIM,11
3389,AU=TOBI IBRAHIM,TOBI IBRAHIM,4
3390,AU=TURKYILMAZ IBRAHIM,TURKYILMAZ IBRAHIM,3
3391,AU=UCAR IBRAHIM,UCAR IBRAHIM,60
3392,AU=YAKUT IBRAHIM,YAKUT IBRAHIM,15
3393,AU=USLU IBRAHIM,USLU IBRAHIM,48
3394,AU=CETINER IBRAHIM,CETINER IBRAHIM,3
3395,AU=OZBEK IBRAHIM,OZBEK IBRAHIM,10
3396,AU=KABOGLU IBRAHIM,KABOGLU IBRAHIM,1
3397,AU=OZDOGRU IBRAHIM,OZDOGRU IBRAHIM,64
3398,AU=OZTURK IBRAHIM,OZTURK IBRAHIM,38
3399,AU=SAHIN IBRAHIM,SAHIN IBRAHIM,121
3400,AU=SAHIN IBRAHIM,SAHIN IBRAHIM,121
3401,AU=SEHITOGLU IBRAHIM,SEHITOGLU IBRAHIM,35
3402,AU=IBRAHIMORUNG IBRAHIMORUNG,IBRAHIMORUNG IBRAHIMORUNG,0
3403,AU=KUCUKKIRCA ICLAL,KUCUKKIRCA ICLAL,0
3404,AU=BULUT ICLAL,BULUT ICLAL,15
3405,AU=ARDIC IDRIS,ARDIC IDRIS,56
3406,AU=ARSLAN IDRIS,ARSLAN IDRIS,16
3407,AU=ERDEM IDRIS,ERDEM IDRIS,0
3408,AU=SARI IDRIS,SARI IDRIS,0
3409,AU=CERKEZ IDRIS,CERKEZ IDRIS,30
3410,AU=CEYLAN IDIL,CEYLAN IDIL,1
3411,AU=CIRAK IFFET,CIRAK IFFET,1
3412,AU=ALUR IHSAN,ALUR IHSAN,17
3413,AU=BAKIR IHSAN,BAKIR IHSAN,98
3414,AU=BAL IHSAN,BAL IHSAN,15
3415,AU=BIRECIKLI IHSAN,BIRECIKLI IHSAN,0
3416,AU=KIRIK IHSAN,KIRIK IHSAN,12
3417,AU=AKPINAR IHSAN,AKPINAR IHSAN,27
3418,AU=SATIS IHSAN,SATIS IHSAN,4
3419,AU=TASKIN IHSAN,TASKIN IHSAN,2
3420,AU=DOLAPCI IHSAN,DOLAPCI IHSAN,6
3421,AU=YUCE IHSAN,YUCE IHSAN,59
3422,AU=CACAN IHSAN,CACAN IHSAN,0
3423,AU=CELIK IHSAN,CELIK IHSAN,13
3424,AU=UNALDI IHSAN,UNALDI IHSAN,2
3425,AU=USTUN IHSAN,USTUN IHSAN,40
3426,AU=SENTURK IHSAN,SENTURK IHSAN,8
3427,AU=EGE ILHAMI,EGE ILHAMI,0
3428,AU=SOLAK ILHAMI,SOLAK ILHAMI,10
3429,AU=YUKSEL ILHAMI,YUKSEL ILHAMI,70
3430,AU=ASILTURK ILHAN,ASILTURK ILHAN,13
3431,AU=BOLUKOGLU ILHAN,BOLUKOGLU ILHAN,0
3432,AU=KARABICAK ILHAN,KARABICAK ILHAN,32
3433,AU=KAYA ILHAN,KAYA ILHAN,28
3434,AU=KACIRE ILHAN,KACIRE ILHAN,0
3435,AU=PEKGOZLU ILHAN,PEKGOZLU ILHAN,15
3436,AU=TAN ILHAN,TAN ILHAN,16
3437,AU=TAPAN ILHAN,TAPAN ILHAN,9
3438,AU=TOPUZ ILHAN,TOPUZ ILHAN,0
3439,AU=UZGEL ILHAN,UZGEL ILHAN,1
3440,AU=BOZKURT ILKAY,BOZKURT ILKAY,17
3441,AU=BAYRAM ILKER,BAYRAM ILKER,38
3442,AU=SEN ILKER,SEN ILKER,34
3443,AU=UGULU ILKER,UGULU ILKER,18
3444,AU=AYDINKAYA ILKER,AYDINKAYA ILKER,0
3445,AU=EROL ILKNUR,EROL ILKNUR,60
3446,AU=ISIK ILKNUR,ISIK ILKNUR,4
3447,AU=DEMIR IMDAT,DEMIR IMDAT,0
3448,AU=AKMAN INCI,AKMAN INCI,0
3449,AU=ALTUNTAS IRFAN,ALTUNTAS IRFAN,28
3450,AU=ATESOGLU IRFAN,ATESOGLU IRFAN,0
3451,AU=ACIKGOZ IRFAN,ACIKGOZ IRFAN,10
3452,AU=BULU IRFAN,BULU IRFAN,46
3453,AU=DEGIRMENCI IRFAN,DEGIRMENCI IRFAN,50
3454,AU=ESER IRFAN,ESER IRFAN,19
3455,AU=KOCA IRFAN,KOCA IRFAN,50
3456,AU=KUSCU IRFAN,KUSCU IRFAN,0
3457,AU=MUKUL IRFAN,MUKUL IRFAN,0
3458,AU=UCGUN IRFAN,UCGUN IRFAN,6
3459,AU=YILMAZ IRFAN,YILMAZ IRFAN,1
3460,AU=SAKA IRFAN,SAKA IRFAN,7
3461,AU=SIAP IRFAN,SIAP IRFAN,57
3462,AU=BALDEMIR ISA,BALDEMIR ISA,0
3463,AU=DONER ISA,DONER ISA,0
3464,AU=SIYPAK ISA,SIYPAK ISA,0
3465,AU=TASDELEN ISHAK,TASDELEN ISHAK,0
3466,AU=PARMAKSIZ ISKENDER,PARMAKSIZ ISKENDER,16
3467,AU=ACAR ISMAIL,ACAR ISMAIL,7
3468,AU=AKKAS ISMAIL,AKKAS ISMAIL,8
3469,AU=AKSOY ISMAIL,AKSOY ISMAIL,20
3470,AU=AKTAR ISMAIL,AKTAR ISMAIL,0
3471,AU=ALBAYRAK ISMAIL,ALBAYRAK ISMAIL,19
3472,AU=ALTUNCU ISMAIL,ALTUNCU ISMAIL,0
3473,AU=ARSEL ISMAIL,ARSEL ISMAIL,0
3474,AU=ARSLAN ISMAIL,ARSLAN ISMAIL,29
3475,AU=ERDEN ISMAIL,ERDEN ISMAIL,58
3476,AU=BOYACI ISMAIL,BOYACI ISMAIL,122
3477,AU=BOYRAZ ISMAIL,BOYRAZ ISMAIL,22
3478,AU=CAPAR ISMAIL,CAPAR ISMAIL,42
3479,AU=DEMIR ISMAIL,DEMIR ISMAIL,83
3480,AU=DOGAN ISMAIL,DOGAN ISMAIL,45
3481,AU=GUNES ISMAIL,GUNES ISMAIL,4
3482,AU=EREN ISMAIL,EREN ISMAIL,3
3483,AU=ERMIS ISMAIL,ERMIS ISMAIL,11
3484,AU=ERTURK ISMAIL,ERTURK ISMAIL,35
3485,AU=GUL ISMAIL,GUL ISMAIL,15
3486,AU=GULCU ISMAIL,GULCU ISMAIL,0
3487,AU=UZUN ISMAIL,UZUN ISMAIL,25
3488,AU=UGURTAS ISMAIL,UGURTAS ISMAIL,13
3489,AU=KARA ISMAIL,KARA ISMAIL,55
3490,AU=KATI ISMAIL,KATI ISMAIL,24
3491,AU=KENAR ISMAIL,KENAR ISMAIL,2
3492,AU=KURNAZ ISMAIL,KURNAZ ISMAIL,6
3493,AU=KURT ISMAIL,KURT ISMAIL,49
3494,AU=KOKSAL ISMAIL,KOKSAL ISMAIL,16
3495,AU=KULAHLI ISMAIL,KULAHLI ISMAIL,6
3496,AU=MANGALTEPE ISMAIL,MANGALTEPE ISMAIL,0
3497,AU=MARULCU ISMAIL,MARULCU ISMAIL,3
3498,AU=METIN ISMAIL,METIN ISMAIL,1
3499,AU=DOGAN ISMAIL,DOGAN ISMAIL,45
3500,AU=UCUN ISMAIL,UCUN ISMAIL,11
3501,AU=ULUTAS ISMAIL,ULUTAS ISMAIL,0
3502,AU=ULUCAY ISMAIL,ULUCAY ISMAIL,6
3503,AU=VANLI ISMAIL,VANLI ISMAIL,0
3504,AU=YILDIZ ISMAIL,YILDIZ ISMAIL,81
3505,AU=YUKSEL ISMAIL,YUKSEL ISMAIL,7
3506,AU=CAKIR ISMAIL,CAKIR ISMAIL,8
3507,AU=UYSAL ISMAIL,UYSAL ISMAIL,87
3508,AU=OZDEMIR ISMAIL,OZDEMIR ISMAIL,179
3509,AU=OZTURK ISMAIL,OZTURK ISMAIL,33
3510,AU=SAHIN ISMAIL,SAHIN ISMAIL,77
3511,AU=SAHIN ISMAIL,SAHIN ISMAIL,77
3512,AU=SENER ISMAIL,SENER ISMAIL,19
3513,AU=AKCA ISMET,AKCA ISMET,1
3514,AU=BASARAN ISMET,BASARAN ISMET,12
3515,AU=BINER ISMET,BINER ISMET,0
3516,AU=DURAN ISMET,DURAN ISMET,3
3517,AU=GOCER ISMET,GOCER ISMET,6
3518,AU=OZDEMIR ISMET,OZDEMIR ISMET,11
3519,AU=OZTURK ISMET,OZTURK ISMET,52
3520,AU=SANLI ISMET,SANLI ISMET,0
3521,AU=BABACAN ISRAFIL,BABACAN ISRAFIL,1
3522,AU=DOS IZZET,DOS IZZET,8
3523,AU=LOFCA IZZET,LOFCA IZZET,0
3524,AU=CICEKBILEK IZZET,CICEKBILEK IZZET,7
3525,AU=GUCLU SABAN,GUCLU SABAN,9
3526,AU=TEZCAN SABAN,TEZCAN SABAN,0
3527,AU=CETIN SABAN,CETIN SABAN,12
3528,AU=AYDIN SADI,AYDIN SADI,0
3529,AU=BARANOGLU SAHIN,BARANOGLU SAHIN,0
3530,AU=BATMAZ SAKIR,BATMAZ SAKIR,0
3531,AU=YILMAZ SAZIYE,YILMAZ SAZIYE,4
3532,AU=AKSOY SEFIKA,AKSOY SEFIKA,17
3533,AU=EKIM SEFIKA,EKIM SEFIKA,2
3534,AU=KARACA SEMSETTIN,KARACA SEMSETTIN,44
3535,AU=ULUSAL SEMSETTIN,ULUSAL SEMSETTIN,0
3536,AU=SAHIN SEMSETTIN,SAHIN SEMSETTIN,48
3537,AU=KARABUGA SEMISTAN,KARABUGA SEMISTAN,19
3538,AU=TASDEMIR SENER,TASDEMIR SENER,16
3539,AU=ULUDAG SENER,ULUDAG SENER,0
3540,AU=CELIK SENGUL,CELIK SENGUL,0
3541,AU=SISE SENGUL,SISE SENGUL,2
3542,AU=OZDEMIR SENNUR,OZDEMIR SENNUR,1
3543,AU=OKAY SENOL,OKAY SENOL,9
3544,AU=AYKUT SEREF,AYKUT SEREF,6
3545,AU=KURT SEREF,KURT SEREF,21
3546,AU=OKUDUCU SEREF,OKUDUCU SEREF,6
3547,AU=OLGAR SEREF,OLGAR SEREF,20
3548,AU=POYRAZ SEREF,POYRAZ SEREF,0
3549,AU=YUKSEL SEREF,YUKSEL SEREF,39
3550,AU=SIMSEK SEREF,SIMSEK SEREF,20
3551,AU=TUNA SERIF,TUNA SERIF,0
3552,AU=KAHRAMAN SERIF,KAHRAMAN SERIF,9
3553,AU=AKALIN SERIFE,AKALIN SERIFE,18
3554,AU=ALTINDAG SERIFE,ALTINDAG SERIFE,0
3555,AU=OZLEN SERIFE,OZLEN SERIFE,0
3556,AU=ARIKAN SEVKET,ARIKAN SEVKET,24
3557,AU=ATA SEVKET,ATA SEVKET,10
3558,AU=CIVELEK SEVKET,CIVELEK SEVKET,2
3559,AU=TUYLUOGLU SEVKET,TUYLUOGLU SEVKET,0
3560,AU=TARIM SEYDA,TARIM SEYDA,3
3561,AU=ARI SEYHMUS,ARI SEYHMUS,42
3562,AU=YAVUZ SEYMA,YAVUZ SEYMA,0
3563,AU=CIVITCI SULE,CIVITCI SULE,4
3564,AU=ATALAY SULE,ATALAY SULE,5
3565,AU=ULGER SUKRAN,ULGER SUKRAN,20
3566,AU=ARSLAN SUKRU,ARSLAN SUKRU,42
3567,AU=DUZGUN SUKRU,DUZGUN SUKRU,10
3568,AU=BOYLU SUKRU,BOYLU SUKRU,5
3569,AU=KARAKAYA SUKRU,KARAKAYA SUKRU,9
3570,AU=KILIC SUKRU,KILIC SUKRU,0
3571,AU=TAKTAK SUKRU,TAKTAK SUKRU,18
3572,AU=CAKMAKTEPE SUKRU,CAKMAKTEPE SUKRU,3
3573,AU=HISAR SUKRIYE,HISAR SUKRIYE,8
3574,AU=KARADAS SUKRIYE,KARADAS SUKRIYE,0
